,,,,,,,,,,ESTADÍSTICA AGRÍCOLA EN DISTRITOS DE RIEGO
,,,,,,,,,,AÑO AGRÍCOLA 2010-2011
,,,,,,,,,,
DISTRITO,,CICLO,MODALIDAD,CULTIVO,SUP SEMBRADA,SUP COSECHADA,REND,PRODUCCIÓN,PMR,VALOR DE PROD
,,,,,ha,ha,ton/ha,ton,$/ton,$
,,,,Soya,1.471,1.471,"2,4",3.515,6.100,21.442.793
,,,,Tomate de cáscara (Tomatillo),5,5,"14,8",80,3.400,270.810
,,,,Trigo Grano,197,197,"6,3",1.240,3.604,4.468.383
Total 041,,,,,232.485,215.289,"6,1",1.321.737,4.218,5.575.338.900
042,"Buenaventura, Chih.",Primavera-Verano,Riego,Algodón,96,96,"4,9",470,8.821,4.143.224
,,,,Avena,24,24,"3,8",90,4.100,370.025
,,,,Chile,1.883,1.883,"1,9",3.595,26.795,96.340.157
,,,,Frijol (Alubia),21,21,"1,5",31,14.500,447.615
,,,,Sorgo Grano,808,808,"6,0",4.847,3.500,16.965.479
,,,,Trigo Grano,144,144,"5,0",722,3.500,2.526.650
,,Perennes,Riego,Alfalfa,808,614,"15,0",9.210,2.235,20.581.311
,,,,Manzano,24,24,"4,0",98,5.500,538.560
,,,,Nogal (Nuez),519,519,"1,5",779,70.000,54.512.850
,,,,Otros Pastos,18,18,"25,0",445,440,195.800
Total 042,,,,,4.345,4.151,"4,9",20.287,9.692,196.621.671
043,"Edo. De Nayarit, Nay.",Otoño-Invierno,Riego,Albahaca,15,15,"11,5",173,4.126,711.735
,,,,Arróz,1.891,1.891,"9,0",17.015,4.500,76.569.300
,,,,Calabaza,31,28,"9,6",266,1.966,523.200
,,,,Chile,364,364,"24,9",9.069,3.707,33.621.350
,,,,Frijol (Alubia),6.403,6.403,"1,8",11.424,11.452,130.824.085
,,,,Jícama (Nabo mexicano),819,819,"42,2",34.581,2.227,76.995.250
,,,,Jitomate (tomate rojo),280,275,"47,0",12.926,3.530,45.631.200
,,,,Maíz grano,6.635,6.635,"9,3",61.568,4.517,278.088.420
,,,,Melón,23,23,"28,0",644,2.200,1.416.800
,,,,Otras Hortalizas,352,352,"24,6",8.643,11.254,97.266.962
,,,,Otros Cultivos,10,10,"5,9",56,4.796,267.400
,,,,Otros Industriales,6,6,"1,0",6,11.000,61.600
,,,,Pepino,65,65,"13,5",879,2.550,2.241.460
,,,,Sandía,233,233,"37,2",8.640,1.546,13.358.250
,,,,Sorgo Forrajero,79,79,"22,5",1.766,740,1.306.146
,,,,Sorgo Grano,1.390,1.390,"5,7",7.859,2.624,20.619.573
,,,,Tabaco,3.293,3.293,"2,6",8.495,23.008,195.465.650
,,,,Tomate de cáscara (Tomatillo),278,278,"40,6",11.305,3.677,41.568.800
,,,Temporal,Calabaza,16,16,"9,4",149,1.699,253.800
,,,,Chile,76,76,"8,6",656,6.083,3.990.400
,,,,Frijol (Alubia),6.543,6.543,"1,2",7.887,11.099,87.536.465
,,,,Jícama (Nabo mexicano),23,23,"35,0",805,1.800,1.449.000
,,,,Jitomate (tomate rojo),45,45,"36,7",1.650,3.107,5.127.000
,,,,Maíz grano,356,356,"6,4",2.279,4.052,9.233.760
,,,,Melón,5,5,"28,0",140,2.200,308.000
,,,,Sandía,64,64,"36,6",2.345,1.802,4.226.250
,,,,Sorgo Forrajero,41,41,"15,5",641,756,484.746
,,,,Sorgo Grano,778,778,"4,4",3.430,2.556,8.766.150
,,,,Tomate de cáscara (Tomatillo),17,17,"5,0",85,2.200,187.000
,,Perennes,Riego,Brizantha (Zacate),634,575,"13,9",7.994,5.110,40.849.700
,,,,Caña de Azúcar,3.292,3.292,"136,5",449.280,713,320.310.000
,,,,Limón,8,8,"16,8",135,2.487,334.550
,,,,Litchi,1,0,"0,0",0,0,0
,,,,Mango,1.211,1.133,"21,3",24.163,1.767,42.686.400
,,,,Otros Cultivos,9,9,"5,6",50,7.890,397.656
,,,,Otros Frutales,20,20,"13,0",260,3.606,937.500
,,,,Papayo,25,25,"23,8",596,3.534,2.107.324
,,,,Piña,55,55,"46,5",2.558,1.600,4.092.000
,,,,Plátano,56,56,"20,0",1.128,3.200,3.609.600
,,,Temporal,Brizantha (Zacate),235,235,"10,0",2.354,3.500,8.239.000
,,,,Caña de Azúcar,729,729,"130,0",94.757,700,66.329.900
,,,,Cocotero,19,7,"5,5",36,5.000,178.750
,,,,Limón,26,26,"19,3",501,2.043,1.023.875
,,,,Litchi,23,10,"4,0",40,7.000,280.000
,,,,Mango,2.191,2.191,"15,8",34.606,2.254,77.989.040
,,,,Otros Cultivos,3,0,"0,0",0,0,0
,,,,Otros Frutales,20,20,"5,9",118,7.876,930.900
,,,,Papayo,4,4,"16,0",59,3.500,207.200
,,,,Plátano,115,115,"18,9",2.166,2.814,6.095.180
,,Segundos Cultivos,Riego,Arróz,2.639,2.639,"5,2",13.767,4.195,57.759.000
,,,,Calabaza,2,2,"11,0",22,1.500,33.000
,,,,Maíz grano,169,165,"6,4",1.060,4.000,4.240.800
,,,,Otras Hortalizas,75,75,"24,3",1.825,4.836,8.825.000
,,,,Otros Cultivos,7,7,"1,8",13,18.464,232.650
,,,,Pepino,8,8,"12,2",95,2.625,249.080
,,,,Sorgo Escobero,4,4,"3,0",12,5.500,66.000
,,,,Sorgo Forrajero,25,20,"15,2",308,791,243.840
,,,,Sorgo Grano,206,203,"5,2",1.067,2.874,3.066.910
,,,Temporal,Maíz grano,4,4,"4,0",14,4.000,56.000
,,,,Sorgo Escobero,5,5,"3,0",15,5.500,82.500
,,,,Sorgo Grano,3,3,"6,0",15,2.700,40.500
Total 043,,,,,41.949,41.764,"20,5",854.394,2.095,1.789.593.607
044,"Jilotepec, Mex.",Otoño-Invierno,Riego,Avena Forrajera,95,95,"25,0",2.375,700,1.662.500
,,Primavera-Verano,Riego,Maíz grano,1.506,1.506,"2,0",3.012,4.600,13.855.200
,,Perennes,Riego,Frutales Asociados,14,14,"3,5",48,9.100,437.938
,,,,Jitomate invernadero,1,1,"350,0",350,5.000,1.750.000
,,,,Rye Grass (Zacate ballico),150,150,"60,0",9.000,700,6.300.000
Total 044,,,,,1.766,1.766,"8,4",14.785,1.624,24.005.638
045,"Tuxpan, Mich.",Otoño-Invierno,Riego,Avena Forrajera,1.667,1.667,"12,5",20.839,775,16.139.850
,,,,Calabacita (calabacín),66,66,"15,0",990,2.500,2.475.000
,,,,Cebolla,37,37,"18,0",664,4.000,2.656.800
,,,,Chícharo,29,29,"13,0",382,4.000,1.528.800
,,,,Col (Repollo),13,13,"35,0",459,2.025,928.463
,,,,Gladiola,70,70,"4,2",293,14.800,4.339.434
,,,,Haba,292,292,"3,8",1.110,1.980,2.197.158
,,,,Jitomate (tomate rojo),25,25,"28,3",708,6.000,4.245.000
,,,,Maíz Elotero,314,314,"8,5",2.666,1.520,4.051.712
,,,,Otras Hortalizas,55,55,"13,5",742,2.100,1.558.116
,,,,Otros Cultivos,92,92,"11,0",1.013,1.713,1.735.304
,,,,Pepino,98,98,"15,0",1.476,1.960,2.893.254
,,,,Tomate de cáscara (Tomatillo),251,251,"30,0",7.530,3.000,22.590.000
,,,,Trigo Grano,364,364,"5,4",1.974,1.704,3.364.138
,,Primavera-Verano,Riego,Avena Forrajera,302,302,"12,5",3.775,773,2.919.375
,,,,Calabacita (calabacín),66,66,"15,0",990,2.500,2.475.000
,,,,Cebolla,33,33,"18,0",594,4.000,2.376.000
,,,,Chícharo,10,10,"13,0",130,4.000,520.000
,,,,Chile,25,25,"18,8",470,4.500,2.115.000
,,,,Col (Repollo),34,34,"35,0",1.190,2.025,2.409.750
,,,,Ejote,5,5,"15,0",75,1.550,116.250
,,,,Forrajes Asociados,15,15,"15,0",225,750,168.750
,,,,Frijol (Alubia),65,65,"1,2",78,6.000,468.000
,,,,Gladiola,38,38,"4,3",163,14.800,2.418.320
,,,,Jitomate (tomate rojo),35,35,"28,3",991,6.000,5.943.000
,,,,Maíz Elotero,415,415,"8,5",3.528,1.520,5.361.800
,,,,Maíz grano,6.480,6.480,"4,5",29.160,1.800,52.488.000
,,,,Otras Hortalizas,82,82,"13,5",1.107,2.100,2.324.700
,,,,Otros Cultivos,109,109,"11,7",1.274,1.839,2.341.710
,,,,Papa,19,19,"10,5",200,8.000,1.596.000
,,,,Sorgo Grano,75,75,"3,5",263,1.773,465.500
,,,,Tomate de cáscara (Tomatillo),245,245,"30,0",7.350,3.000,22.050.000
,,Perennes,Riego,Alfalfa,56,56,"50,0",2.775,950,2.636.250
,,,,Chayote,522,522,"40,0",20.880,1.980,41.342.400
,,,,Durazno (Melocotón),13,13,"4,5",56,7.000,393.960
,,,,Fresa,1.195,1.195,"22,0",26.290,5.239,137.731.000
,,,,Frutales Asociados,203,203,"12,0",2.436,2.720,6.625.920
,,,,Guayabo,1.767,1.767,"18,4",32.513,4.500,146.307.600
,,,,Otros Cultivos,60,60,"10,5",628,1.620,1.017.198
,,,,Tanzania (Zacate),804,804,"45,0",36.158,820,29.649.150
,,Segundos Cultivos,Riego,Calabacita (calabacín),20,20,"15,0",300,2.500,750.000
,,,,Cebolla,29,29,"18,0",522,4.000,2.088.000
,,,,Col (Repollo),5,5,"35,0",175,1.550,271.250
,,,,Frijol (Alubia),10,10,"1,2",12,6.000,72.000
,,,,Jitomate (tomate rojo),10,10,"28,3",283,6.000,1.698.000
,,,,Maíz Elotero,23,23,"8,5",196,1.520,297.160
,,,,Maíz grano,860,860,"4,5",3.870,1.800,6.966.000
,,,,Otras Hortalizas,68,68,"12,5",851,2.100,1.786.050
,,,,Otros Cultivos,94,94,"9,9",935,1.620,1.513.890
,,,,Pepino,15,15,"15,0",225,1.960,441.000
,,,,Tomate de cáscara (Tomatillo),59,59,"30,0",1.770,3.000,5.310.000
Total 045,,,,,17.238,17.238,"13,0",223.279,2.536,566.157.011
046,"Cacahoatan, Chis.",Otoño-Invierno,Riego,Maíz grano,114,114,"4,8",545,4.600,2.506.080
,,,,Otros Cultivos,11,11,"12,0",132,22.000,2.904.000
,,Primavera-Verano,Riego,Maíz grano,113,113,"3,8",429,4.600,1.973.952
,,,,Otros Cultivos,1,1,"1,3",1,8.900,11.125
,,Perennes,Riego,Cacao (cacaotero),185,185,"0,6",111,36.176,3.997.500
,,,,Café,70,70,"0,7",49,10.714,525.000
,,,,Caña de Azúcar,10,10,"70,0",700,330,231.000
,,,,Estrella (Zacate),1.036,1.036,"14,0",14.505,3.777,54.784.520
,,,,Limón,1,1,"9,0",9,5.000,45.000
,,,,Mango,818,818,"25,5",20.862,4.800,100.135.440
,,,,Otras Flores,27,27,"5,0",137,25.000,3.412.500
,,,,Otros Frutales,30,30,"22,0",660,15.000,9.900.000
,,,,Palma Aceitera (Palma africana),126,126,"13,5",1.701,1.800,3.061.800
,,,,Plátano,4.328,4.328,"63,0",272.703,5.500,1.499.863.750
,,,Temporal,Cacao (cacaotero),100,100,"1,2",115,45.000,5.175.000
,,,,Café,468,468,"0,6",281,12.000,3.367.440
,,,,Caña de Azúcar,6,6,"59,0",354,330,116.820
,,,,Estrella (Zacate),106,106,"10,0",1.064,3.000,3.192.000
,,,,Mango,357,357,"18,0",6.426,4.000,25.704.000
,,,,Otros Frutales,19,19,"18,0",349,15.000,5.238.000
,,,,Palma Aceitera (Palma africana),521,521,"8,0",4.166,1.800,7.499.520
,,,,Plátano,107,107,"50,9",5.457,5.000,27.283.000
,,Segundos Cultivos,Riego,Maíz grano,72,72,"4,8",346,4.600,1.591.968
Total 046,,,,,8.626,8.626,"38,4",331.101,5.323,1.762.519.415
048,"Ticul, Yuc.",Otoño-Invierno,Riego,Cacahuate,2,2,"1,8",4,8.305,29.898
,,,,Calabacita (calabacín),78,76,"17,6",1.339,6.500,8.706.718
,,,,Chile,9,9,"12,0",102,20.750,2.121.480
,,,,Frijol Asociado,16,16,"2,7",42,9.875,416.083
,,,,Jitomate (tomate rojo),19,19,"20,2",375,7.817,2.934.893
,,,,Maíz Elotero,491,486,"5,0",2.431,5.800,14.096.900
,,,,Melón,2,2,"16,0",35,3.750,132.000
,,,,Otras Hortalizas,66,63,"10,8",683,11.850,8.089.758
,,,,Pepino,36,36,"17,5",635,6.958,4.420.070
,,,,Sandía,29,29,"25,0",712,1.800,1.280.700
,,Primavera-Verano,Riego,Cacahuate,3,3,"1,8",5,8.372,45.209
,,,,Calabacita (calabacín),55,54,"18,3",998,4.328,4.318.162
,,,,Chile,21,21,"12,0",254,27.215,6.923.570
,,,,Frijol Asociado,9,9,"2,7",24,6.125,144.458
,,,,Jitomate (tomate rojo),10,10,"22,0",209,5.188,1.084.188
,,,,Maíz Elotero,643,278,"3,4",938,5.200,4.877.600
,,,,Melón,7,7,"16,9",118,3.365,397.070
,,,,Otras Hortalizas,43,42,"9,8",415,14.220,5.894.337
,,,,Pepino,31,31,"17,4",531,4.086,2.170.893
,,,,Sandía,41,41,"25,0",1.013,1.921,1.945.013
,,Perennes,Riego,Aguacate,342,339,"17,0",5.755,7.606,43.773.293
,,,,Chicozapote,21,21,"15,0",311,3.722,1.157.452
,,,,Limón,1.291,1.283,"15,1",19.369,3.288,63.690.175
,,,,Mamey,186,184,"18,0",3.321,4.724,15.687.554
,,,,Mandarina,155,154,"17,5",2.688,4.063,10.921.422
,,,,Mango,32,32,"17,5",554,3.664,2.030.039
,,,,Naranja,3.394,3.365,"18,0",60.571,1.680,101.754.737
,,,,Otros Cítricos,106,105,"16,0",1.673,2.945,4.926.867
,,,,Otros Forrajes,90,89,"16,0",1.423,900,1.280.880
,,,,Otros Frutales,153,151,"20,0",3.028,9.484,28.717.552
,,,,Toronja (pomelo),209,207,"16,7",3.457,2.388,8.253.485
Total 048,,,,,7.589,7.162,"15,8",113.013,3.117,352.222.453
049,"Rio Verde, S.L.P.",Otoño-Invierno,Riego,Ajo,2,2,"10,0",20,15.000,300.000
,,,,Cebolla,24,24,"10,0",240,8.000,1.920.000
,,,,Otros Cultivos,19,19,"7,5",143,1.700,242.250
,,Primavera-Verano,Riego,Chile,33,33,"12,0",396,18.000,7.128.000
,,,,Jitomate (tomate rojo),28,28,"14,0",392,13.000,5.096.000
,,,,Maíz Elotero,577,577,"12,0",6.924,2.500,17.310.000
,,,,Maíz grano,113,113,"4,0",452,4.000,1.808.000
,,,,Otros Cultivos,78,78,"10,6",827,6.208,5.132.361
,,,,Tomate de cáscara (Tomatillo),11,11,"10,0",110,5.000,550.000
,,Perennes,Riego,Alfalfa,342,342,"27,0",9.234,3.000,27.702.000
,,,,Naranja,434,434,"15,0",6.510,3.500,22.785.000
,,,,Otros Cultivos,24,24,"28,0",672,693,465.696
,,Segundos Cultivos,Riego,Maíz Elotero,529,529,"12,0",6.348,2.500,15.870.000
,,,,Maíz grano,78,78,"4,0",312,4.000,1.248.000
,,,,Otros Cultivos,121,121,"10,1",1.226,5.382,6.596.930
Total 049,,,,,2.413,2.413,"14,0",33.805,3.377,114.154.237
050,"Acuña Falcon, Tamps.",Otoño-Invierno,Riego,Avena Forrajera,50,50,"15,7",783,1.600,1.252.000
,,,,Maíz grano,60,60,"3,5",210,3.400,714.000
,,,,Melón,100,100,"35,0",3.500,2.600,9.100.000
,,,,Rye Grass (Zacate ballico),61,61,"15,1",918,1.600,1.468.880
,,,,Sandía,88,88,"35,0",3.080,2.600,8.008.000
,,,,Sorgo Forrajero,689,689,"16,5",11.336,1.600,18.136.920
,,Perennes,Riego,Búffel (Zacate),1.366,1.366,"29,4",40.188,1.300,52.244.335
,,,,Nogal (Nuez),187,187,"1,8",328,46.000,15.078.340
Total 050,,,,,2.601,2.601,"23,2",60.342,1.757,106.002.475
051,"Costa De Hermosillo, Son.",Otoño-Invierno,Riego,Forrajes Asociados,100,100,"38,0",3.800,750,2.850.000
,,,,Garbanzo,7.869,7.869,"2,0",15.738,8.500,133.773.000
,,,,Otras Hortalizas,402,402,"25,5",10.260,4.301,44.128.980
,,,,Otros Cultivos,100,100,"2,0",200,6.000,1.200.000
,,,,Trigo Grano,10.122,10.122,"6,0",60.732,3.600,218.635.200
,,Primavera-Verano,Riego,Calabacita (calabacín),1.587,1.587,"20,0",31.740,4.300,136.482.000
,,,,Calabaza,1.772,1.772,"24,2",42.850,2.100,89.985.000
,,,,Frijol (Alubia),957,957,"2,5",2.393,10.500,25.121.250
,,,,Frijol Asociado,176,176,"2,5",440,10.500,4.620.000
,,,,Melón,1.983,1.983,"30,0",59.490,4.300,255.807.000
,,,,Sandía,2.233,2.233,"30,0",66.990,2.500,167.475.000
,,,,Sorgo Grano,90,90,"4,3",387,1.400,541.800
,,Perennes,Riego,Alfalfa,958,958,"12,0",11.496,1.800,20.692.800
,,,,Búffel (Zacate),1.606,1.606,"5,0",8.030,2.200,17.666.000
,,,,Cítricos Asociados,3.660,3.660,"30,0",109.800,1.600,175.680.000
,,,,Durazno (Melocotón),210,0,"0,0",0,0,0
,,,,Manzano,13,13,"6,0",78,8.500,663.000
,,,,Nogal (Nuez),5.689,5.689,"1,8",10.240,38.000,389.127.600
,,,,Otros Industriales,701,701,"20,0",14.020,2.420,33.928.400
,,,,Persimonio,13,13,"9,0",117,8.500,994.500
,,,,Vid,5.676,5.676,"12,0",68.112,24.000,1.634.688.000
Total 051,,,,,45.917,45.707,"11,3",516.913,6.489,3.354.059.530
052,"Edo. De Durango, Dgo.",Otoño-Invierno,Riego,Avena,747,747,"3,3",2.457,4.035,9.914.725
,,,,Avena Forrajera,339,339,"6,8",2.297,1.800,4.134.708
,,,,Col (Repollo),6,6,"30,0",192,2.000,383.400
,,,,Lechuga,8,8,"25,1",191,3.000,573.300
,,,,Rye Grass (Zacate ballico),206,206,"34,2",7.058,1.863,13.146.436
,,,,Trigo Grano,950,950,"4,3",4.064,3.628,14.743.988
,,,,Triticale,263,263,"7,9",2.074,1.600,3.318.000
,,Primavera-Verano,Riego,Avena,233,233,"3,3",758,4.092,3.101.750
,,,,Avena Forrajera,218,218,"4,2",916,1.800,1.648.190
,,,,Calabaza,7,7,"10,9",81,3.337,269.450
,,,,Camote,0,0,"11,0",5,4.000,21.120
,,,,Chile,501,501,"0,8",404,40.217,16.233.040
,,,,Col (Repollo),1,1,"20,0",10,1.500,15.000
,,,,Frijol (Alubia),434,434,"0,5",214,15.862,3.400.704
,,,,Lechuga,22,22,"23,8",513,3.000,1.539.000
,,,,Maíz Elotero,72,72,"7,2",519,5.803,3.012.600
,,,,Maíz Forrajero,2.976,2.976,"36,8",109.648,427,46.834.440
,,,,Maíz grano,4.773,4.773,"3,8",17.936,4.913,88.118.545
,,,,Rye Grass (Zacate ballico),13,13,"18,7",244,1.600,389.760
,,,,Sorgo Forrajero,15,15,"32,2",475,480,227.904
,,,,Sorgo Grano,254,254,"4,6",1.159,3.263,3.779.910
,,,,Tomate de cáscara (Tomatillo),0,0,"6,0",2,5.000,7.500
,,,,Trigo Grano,102,102,"3,6",369,4.000,1.476.000
,,Perennes,Riego,Alfalfa,1.183,1.183,"16,3",19.229,2.637,50.709.519
,,,,Durazno (Melocotón),95,78,"3,9",302,3.330,1.007.059
,,,,Manzano,21,21,"8,0",165,5.924,975.400
,,,,Nogal (Nuez),816,776,"1,5",1.134,61.606,69.855.400
,,,,Otros Industriales,10,0,"0,0",0,0,0
,,,,Rye Grass (Zacate ballico),206,206,"18,1",3.718,1.600,5.948.960
,,Segundos Cultivos,Riego,Maíz Forrajero,218,218,"28,8",6.273,447,2.801.880
,,,,Maíz grano,191,191,"4,3",825,4.974,4.100.810
Total 052,,,,,14.878,14.811,"12,4",183.229,1.919,351.688.497
053,"Edo. De Colima, Col.",Otoño-Invierno,Riego,Cebolla,16,16,"20,0",320,4.590,1.468.800
,,,,Chile,141,141,"36,5",5.141,3.313,17.032.000
,,,,Jitomate (tomate rojo),13,13,"27,3",355,3.873,1.374.895
,,,,Maíz Elotero,1.962,1.962,"17,9",35.099,1.598,56.100.400
,,,,Maíz Forrajero,28,28,"50,0",1.400,400,560.000
,,,,Maíz grano,213,213,"4,6",990,4.558,4.511.994
,,,,Melón,67,67,"28,0",1.876,3.000,5.628.000
,,,,Pepino,297,297,"24,5",7.277,3.500,25.467.750
,,,,Sandía,399,399,"46,5",18.562,3.916,72.684.666
,,,,Sorgo Forrajero,13,13,"40,0",520,350,182.000
,,,,Sorgo Grano,82,82,"4,3",353,3.545,1.250.704
,,,,Tomate de cáscara (Tomatillo),50,50,"15,0",749,2.700,2.022.300
,,Primavera-Verano,Riego,Arróz,551,551,"6,0",3.312,3.500,11.593.400
,,,,Cacahuate,2,2,"1,5",3,8.000,24.000
,,,,Chile,19,19,"18,0",342,4.000,1.368.000
,,,,Frijol (Alubia),2,2,"1,2",2,12.000,28.800
,,,,Jitomate (tomate rojo),31,31,"27,7",858,4.864,4.173.000
,,,,Maíz Elotero,251,251,"14,3",3.590,1.295,4.650.800
,,,,Maíz Forrajero,23,23,"30,0",690,350,241.500
,,,,Maíz grano,182,182,"4,6",845,3.500,2.957.850
,,,,Melón,40,40,"31,0",1.240,2.593,3.215.320
,,,,Pepino,163,163,"23,0",3.747,2.502,9.376.300
,,,,Sandía,96,96,"42,0",4.032,3.701,14.923.440
,,,,Sorgo Forrajero,24,24,"39,0",936,285,266.760
,,,,Sorgo Grano,332,332,"4,4",1.471,2.573,3.784.840
,,,,Tomate de cáscara (Tomatillo),21,21,"18,0",378,3.000,1.134.000
,,Perennes,Riego,Caña de Azúcar,4.113,4.113,"97,6",401.576,673,270.266.127
,,,,Chicozapote,4,4,"9,0",36,4.000,144.000
,,,,Cocotero,294,294,"1,9",564,7.686,4.337.274
,,,,Cocotero Asociado,660,660,"21,2",13.970,748,10.453.279
,,,,Estrella (Zacate),1.695,1.695,"36,2",61.430,428,26.265.800
,,,,Frutales Asociados,82,82,"15,5",1.268,2.050,2.599.400
,,,,Guanábano,95,95,"11,7",1.108,3.561,3.945.600
,,,,Lima,7,7,"5,0",35,1.200,42.000
,,,,Limón,5.512,5.332,"27,5",146.758,2.174,319.043.042
,,,,Limón Asociado,1.296,1.239,"20,5",25.415,2.878,73.146.491
,,,,Mango,899,899,"19,4",17.466,2.064,36.042.894
,,,,Mango Asociado,31,31,"20,6",639,1.803,1.151.332
,,,,Naranja,165,165,"22,5",3.711,2.821,10.469.100
,,,,Otros Cultivos (Viveros),264,264,"13,6",3.600,12.400,44.640.000
,,,,Papayo,853,853,"43,9",37.461,3.457,129.492.410
,,,,Piña,49,49,"75,0",3.675,8.000,29.400.000
,,,,Plátano,7.131,7.131,"44,6",317.925,1.782,566.391.260
,,,,Plátano Asociado,1.318,1.318,"38,7",51.071,1.238,63.214.717
,,,,Tamarindo,337,337,"4,8",1.605,6.158,9.885.480
Total 053,,,,,29.823,29.586,"40,0",1.183.402,1.561,1.846.951.726
056,"Atoyac-Zahuapan, Tlax.",Otoño-Invierno,Riego,Avena Forrajera,183,183,"28,0",5.124,450,2.305.800
,,,,Haba,175,175,"6,0",1.050,1.250,1.312.500
,,,,Otros Cultivos,91,91,"14,0",1.274,280,356.720
,,,,Otros Forrajes,73,73,"26,0",1.898,300,569.400
,,Primavera-Verano,Riego,Avena Forrajera,64,64,"28,0",1.792,450,806.400
,,,,Chile,34,34,"2,5",85,2.800,238.000
,,,,Frijol (Alubia),34,34,"1,4",48,10.000,482.160
,,,,Maíz Forrajero,38,38,"48,0",1.824,450,820.800
,,,,Maíz grano,2.293,2.293,"4,1",9.293,4.500,41.819.850
,,,,Otras Hortalizas,111,111,"0,7",78,30.000,2.331.000
,,,,Otros Cultivos,6,6,"14,0",84,3.500,294.000
,,,,Tomate de cáscara (Tomatillo),80,80,"4,0",320,3.000,960.000
,,,Temporal,Maíz grano,1.894,1.894,"2,5",4.735,4.000,18.940.000
,,Perennes,Riego,Alfalfa,842,842,"78,0",65.676,450,29.554.200
,,,,Otros Pastos,78,78,"73,0",5.694,320,1.822.080
,,Segundos Cultivos,Riego,Frijol (Alubia),33,33,"1,4",46,10.000,459.280
,,,,Maíz grano,423,423,"4,1",1.723,4.500,7.753.266
,,,,Otras Hortalizas,54,54,"6,0",324,1.250,405.000
Total 056,,,,,6.506,6.506,"15,5",101.068,1.101,111.230.457
057,"Amuco Cutzamala, Gro.",Otoño-Invierno,Riego,Maíz grano,4.155,4.155,"4,9",20.267,2.000,40.534.500
,,,,Melón,550,550,"31,4",17.278,2.500,43.195.625
,,,,Otras Hortalizas,52,52,"24,4",1.258,2.175,2.735.000
,,,,Otros Cultivos,49,49,"5,0",245,2.750,672.375
,,,,Pepino,334,334,"28,3",9.445,2.000,18.890.000
,,,,Sandía,6,6,"13,0",78,2.500,195.000
,,,,Sorgo Forrajero,584,584,"46,0",26.873,686,18.447.063
,,,,Sorgo Grano,207,207,"6,0",1.239,1.802,2.231.225
,,Primavera-Verano,Riego,Maíz grano,1.768,1.768,"5,0",8.830,2.000,17.659.700
,,,,Melón,144,144,"28,0",4.033,2.500,10.082.500
,,,,Otras Hortalizas,17,17,"24,6",418,2.200,918.500
,,,,Otros Cultivos,2,2,"4,5",7,3.500,23.625
,,,,Pepino,80,80,"26,9",2.152,2.000,4.304.000
,,,,Sandía,3,3,"15,0",45,2.500,112.500
,,,,Sorgo Forrajero,111,111,"46,1",5.114,700,3.579.975
,,,,Sorgo Grano,5,5,"6,0",27,1.800,48.600
,,Perennes,Riego,Estrella (Zacate),919,919,"45,8",42.149,600,25.289.490
,,,,Limón,20,20,"8,0",158,1.357,214.400
,,,,Mango,1.855,1.855,"10,0",18.531,1.575,29.192.000
,,,,Otros Frutales,127,127,"5,2",657,1.205,791.100
,,,,Papayo,33,33,"30,0",998,2.000,1.995.000
,,,,Plátano,26,26,"28,0",714,1.200,856.800
,,,,Zacate carretero,446,446,"36,2",16.151,520,8.398.546
Total 057,,,,,11.491,11.491,"15,4",176.664,1.304,230.367.524
059,"Rio Blanco, Chis.",Perennes,Riego,Caña de Azúcar,8.647,8.647,"98,1",848.320,750,636.239.733
Total 059,,,,,8.647,8.647,"98,1",848.320,750,636.239.733
060,"El Higo, Ver.",Otoño-Invierno,Riego,Tabaco,60,60,"2,0",120,22.000,2.640.000
,,,,Tomate de cáscara (Tomatillo),20,20,"10,0",200,2.000,400.000
,,,Temporal,Maíz grano,100,100,"2,0",200,3.450,690.000
,,,,Sandía,20,0,"0,0",0,0,0
,,,,Tabaco,20,20,"1,3",25,22.000,550.000
,,,,Tomate de cáscara (Tomatillo),10,0,"0,0",0,0,0
,,Perennes,Riego,Caña de Azúcar,1.700,1.700,"70,0",119.000,751,89.322.590
,,,Temporal,Caña de Azúcar,150,150,"45,0",6.750,751,5.066.620
,,,,Estrella (Zacate),225,225,"10,2",2.300,92,212.500
,,,,Otros Cítricos,10,10,"1,0",10,3.501,34.130
,,,,Otros Frutales,20,20,"1,0",19,3.500,66.500
Total 060,,,,,2.335,2.305,"55,8",128.624,770,98.982.340
061,"Zamora, Mich.",Otoño-Invierno,Riego,Brócoli,2,2,"22,7",34,4.100,139.728
,,,,Calabacita (calabacín),17,17,"21,6",367,3.700,1.356.870
,,,,Cártamo (Alazor),11,11,"1,4",16,3.965,62.778
,,,,Cebada,102,102,"5,0",510,3.000,1.528.500
,,,,Cebolla,355,355,"36,8",13.084,3.000,39.252.344
,,,,Chile,24,24,"34,2",820,3.500,2.870.280
,,,,Col (Repollo),42,42,"28,7",1.208,1.505,1.818.446
,,,,Coliflor,98,98,"28,7",2.813,1.460,4.106.396
,,,,Ebo (Veza/Janamargo),399,399,"19,8",7.888,900,7.099.017
,,,,Frijol (Alubia),68,68,"2,0",134,11.815,1.580.493
,,,,Garbanzo,101,101,"1,8",177,2.814,498.212
,,,,Jitomate (tomate rojo),32,32,"33,6",1.082,2.500,2.703.925
,,,,Lenteja,4,4,"1,0",4,4.000,16.920
