,,,,,,,,,,ESTADÍSTICA AGRÍCOLA EN DISTRITOS DE RIEGO
,,,,,,,,,,AÑO AGRÍCOLA 2010-2011
,,,,,,,,,,
DISTRITO,,CICLO,MODALIDAD,CULTIVO,SUP SEMBRADA,SUP COSECHADA,REND,PRODUCCIÓN,PMR,VALOR DE PROD
,,,,,ha,ha,ton/ha,ton,$/ton,$
,,,,Jícama (Nabo mexicano),322,322,"29,0",9.338,2.600,24.278.800
,,,,Jitomate (tomate rojo),21,21,"18,5",389,7.000,2.719.500
,,,,Maíz grano,308,308,"4,0",1.232,3.000,3.696.000
,,,,Okra,2,2,"13,0",26,6.000,156.000
,,,,Otras Hortalizas,72,72,"12,0",864,2.500,2.160.000
,,,,Otros Cultivos,23,23,"12,0",276,3.000,828.000
,,,,Pepino,40,40,"20,0",800,4.000,3.200.000
,,,,Sorgo Grano,30,30,"5,0",150,2.600,390.000
,,,,Tomate de cáscara (Tomatillo),21,21,"13,5",284,4.200,1.190.700
Total 016,,,,,21.012,21.011,"66,8",1.404.414,1.037,1.456.823.763
017,"Region Lagunera,Coah.Dgo.",Primavera-Verano,Riego,Algodón,23.197,23.197,"5,0",114.997,11.748,1.350.988.826
,,,,Cacahuate,100,100,"2,0",200,12.000,2.400.000
,,,,Calabaza,59,59,"25,0",1.475,3.500,5.162.500
,,,,Chile,572,572,"15,5",8.892,3.981,35.399.000
,,,,Frijol (Alubia),64,64,"2,2",144,8.000,1.148.800
,,,,Jitomate (tomate rojo),480,480,"20,4",9.812,3.785,37.142.880
,,,,Maíz Forrajero,14.224,14.224,"44,4",632.164,508,321.011.633
,,,,Maíz grano,605,605,"4,9",2.940,2.239,6.584.000
,,,,Melón,1.024,1.024,"23,6",24.144,2.361,57.010.220
,,,,Sandía,369,369,"28,8",10.637,1.336,14.208.260
,,,,Sorgo Escobero,1.736,1.736,"5,3",9.169,3.161,28.986.000
,,,,Sorgo Forrajero,16.960,16.960,"47,5",805.119,468,376.865.530
,,,,Sorgo Grano,140,140,"4,9",686,2.500,1.715.000
,,Perennes,Riego,Alfalfa,7.341,7.341,"53,8",394.739,722,284.936.160
,,,,Higo,20,0,"0,0",0,0,0
,,,,Nogal (Nuez),5.056,5.056,"1,8",9.021,68.948,621.967.000
,,,,Vid,17,17,"12,0",204,15.000,3.060.000
Total 017,,,,,71.964,71.944,"28,1",2.024.341,1.555,3.148.585.808
018,"Colonias Yaquis, Son.",Otoño-Invierno,Riego,Cártamo (Alazor),1.139,1.139,"2,4",2.734,10.200,27.882.720
,,,,Garbanzo,1.260,1.260,"2,6",3.300,15.000,49.498.350
,,,,Otros Cultivos,86,86,"4,0",348,10.550,3.675.721
,,,,Trigo Grano,14.486,14.486,"5,7",82.857,3.600,298.286.240
,,Primavera-Verano,Riego,Frijol (Alubia),6,6,"2,0",12,8.000,96.000
,,,,Otros Cultivos,13,13,"2,3",30,6.900,209.898
,,Perennes,Riego,Alfalfa,483,483,"10,2",4.915,1.900,9.338.318
Total 018,,,,,17.472,17.472,"5,4",94.197,4.130,388.987.247
019,"Tehuantepec, Oax.",Otoño-Invierno,Riego,Ajonjolí (sésamo),21,21,"0,9",19,9.000,167.940
,,,,Camote,163,163,"7,5",1.223,3.897,4.764.083
,,,,Frijol Asociado,24,24,"1,9",46,3.800,173.850
,,,,Jitomate (tomate rojo),59,59,"8,5",502,3.500,1.755.250
,,,,Maíz grano,4.285,4.285,"2,2",9.427,3.984,37.557.168
,,,,Melón,34,34,"8,0",272,3.026,823.200
,,,,Otras Flores,32,32,"7,0",224,3.557,796.768
,,,,Otras Hortalizas,50,50,"7,0",350,2.500,875.000
,,,,Sorgo Forrajero,32,32,"40,0",1.280,359,459.520
,,,,Sorgo Grano,1.700,1.700,"4,1",6.970,2.972,20.716.833
,,Primavera-Verano,Riego,Ajonjolí (sésamo),16,16,"0,8",12,8.000,97.280
,,,,Camote,34,34,"5,5",188,3.200,601.664
,,,,Jitomate (tomate rojo),11,11,"8,5",94,3.500,327.250
,,,,Maíz grano,2.737,2.737,"2,0",5.392,4.173,22.499.908
,,,,Melón,41,41,"8,0",328,3.532,1.158.400
,,,,Otras Hortalizas,4,4,"12,3",49,3.800,186.200
,,,,Sorgo Forrajero,9,9,"40,0",360,350,126.000
,,,,Sorgo Grano,256,256,"3,6",929,3.000,2.787.840
,,Perennes,Riego,Caña de Azúcar,15,15,"60,0",900,700,630.000
,,,,Otros Frutales,509,509,"16,5",8.403,663,5.568.232
,,,,Otros Pastos,15.658,15.658,"21,6",338.240,330,111.577.624
,,,,Papayo,17,17,"51,0",867,5.000,4.335.000
Total 019,,,,,25.707,25.707,"14,6",376.073,580,217.985.009
020,"Morelia, Mich.",Otoño-Invierno,Riego,Avena Forrajera,1.568,1.568,"13,3",20.824,1.097,22.844.846
,,,,Cártamo (Alazor),6,6,"2,1",13,4.900,61.740
,,,,Cebada Forrajera,127,127,"9,4",1.194,1.100,1.313.730
,,,,Chile,27,27,"8,5",230,4.730,1.085.535
,,,,Ebo (Veza/Janamargo),4,4,"8,3",33,3.092,102.511
,,,,Garbanzo Forrajero,47,47,"3,4",160,3.084,491.948
,,,,Trigo Grano,3.702,3.702,"6,1",22.555,3.582,80.782.678
,,Primavera-Verano,Riego,Chile,43,43,"8,5",366,6.000,2.193.000
,,,,Frijol (Alubia),12,12,"1,7",20,18.000,367.200
,,,,Maíz grano,7.274,7.274,"6,2",44.865,4.625,207.487.926
,,,,Sorgo Grano,2.601,2.601,"6,8",17.725,3.655,64.787.198
,,Perennes,Riego,Alfalfa,2.154,2.154,"61,8",133.066,950,126.351.148
,,,,Otros Forrajes,365,365,"16,0",5.834,1.020,5.950.160
,,,,Otros Frutales,2,2,"4,8",7,3.300,23.760
,,Segundos Cultivos,Riego,Maíz grano,2.580,2.580,"6,3",16.354,4.650,76.047.625
,,,,Sorgo Grano,883,883,"6,1",5.408,3.700,20.008.120
Total 020,,,,,21.395,21.395,"12,6",268.653,2.270,609.899.125
023,"San Juan Del Rio, Qro.",Otoño-Invierno,Riego,Avena Forrajera,207,207,"8,2",1.690,1.378,2.328.732
,,,,Cebada,2.183,2.183,"5,8",12.589,3.840,48.346.604
,,,,Otros Cultivos,48,48,"19,5",937,11.660,10.921.470
,,,,Trigo Grano,30,30,"6,0",178,5.300,944.142
,,,,Zanahoria,126,126,"45,0",5.681,1.030,5.850.563
,,Primavera-Verano,Riego,Chile,89,89,"2,0",177,64.127,11.341.120
,,,,Frijol (Alubia),60,60,"1,9",113,8.500,962.540
,,,,Maíz grano,2.175,2.175,"12,0",26.015,4.879,126.919.432
,,,,Otros Cultivos,68,68,"50,5",3.421,2.003,6.851.150
,,,,Sorgo Grano,711,711,"10,9",7.771,3.937,30.594.341
,,,,Zanahoria,44,44,"38,0",1.663,1.550,2.576.875
,,Perennes,Riego,Alfalfa,1.265,1.265,"17,8",22.459,1.479,33.219.616
,,,,Frutales Asociados,11,11,"8,5",91,7.800,712.725
,,,,Otros Frutales,4,4,"6,7",27,7.352,195.560
,,,,Rosal,98,98,"17,3",1.706,25.517,43.542.260
,,,,Vid,39,39,"7,0",275,8.000,2.202.480
,,Segundos Cultivos,Riego,Maíz grano,397,397,"8,1",3.226,4.901,15.809.733
,,,,Sorgo Grano,32,32,"7,0",224,3.600,806.652
Total 023,,,,,7.587,7.587,"11,6",88.244,3.900,344.125.995
024,"Cienega De Chapala, Mich.",Otoño-Invierno,Riego,Avena Forrajera,168,168,"25,0",4.210,400,1.683.918
,,,,Calabaza,8,8,"19,4",153,3.700,567.194
,,,,Cártamo (Alazor),1.956,1.956,"1,9",3.618,3.966,14.348.372
,,,,Cebada,919,919,"5,0",4.615,3.700,17.076.564
,,,,Cebolla,405,405,"38,0",15.381,2.248,34.576.468
,,,,Chile,24,24,"12,0",281,3.500,984.979
,,,,Cilantro,28,28,"17,9",509,2.850,1.449.934
,,,,Col (Repollo),15,15,"50,0",749,1.505,1.127.921
,,,,Ebo (Veza/Janamargo),84,84,"15,1",1.263,900,1.136.263
,,,,Frijol (Alubia),55,55,"2,0",108,11.607,1.257.605
,,,,Garbanzo,172,172,"2,0",345,2.500,861.850
,,,,Jitomate (tomate rojo),25,25,"40,0",991,2.500,2.478.000
,,,,Lechuga,19,19,"14,9",289,1.500,433.501
,,,,Maíz grano,54,54,"5,3",288,2.600,749.356
,,,,Pepino,46,46,"17,9",826,1.900,1.570.001
,,,,Rábano,10,10,"12,0",116,4.500,520.020
,,,,Sorgo Grano,4,4,"5,6",23,2.468,55.539
,,,,Tomate de cáscara (Tomatillo),8,8,"19,9",152,4.500,683.743
,,,,Trigo Grano,6.250,6.250,"6,0",37.501,2.650,99.376.431
,,,,Zanahoria,23,23,"29,9",684,1.794,1.227.865
,,Primavera-Verano,Riego,Camote,179,179,"24,8",4.458,2.842,12.669.029
,,,,Frijol (Alubia),36,36,"1,9",69,11.815,813.928
,,,,Maíz grano,4.146,4.146,"7,5",31.098,4.800,149.268.240
,,,,Otras Hortalizas,222,222,"31,8",7.072,3.871,27.373.571
,,,,Sorgo Grano,2.390,2.390,"7,5",17.927,3.800,68.121.270
,,Perennes,Riego,Alfalfa,538,538,"59,6",32.022,830,26.578.126
,,,,Arándano,2,2,"7,8",16,150.000,2.340.000
,,,,Estrella (Zacate),6,6,"60,1",361,700,252.378
,,,,Fresa,57,57,"20,0",1.138,6.500,7.395.180
,,,,Guayabo,4,4,"10,0",40,2.700,107.460
,,,,Limón,3,3,"6,0",15,5.700,85.214
Total 024,,,,,17.856,17.856,"9,3",166.316,2.869,477.169.919
025,"Bajo Rio Bravo, Tamps.",Otoño-Invierno,Riego,Maíz grano,30.877,30.877,"5,2",161.994,3.372,546.179.750
,,,,Melón,2,2,"7,0",11,1.500,15.750
,,,,Otros Cultivos,62,62,"5,4",336,3.825,1.284.065
,,,,Sandía,2,2,"20,0",30,2.000,60.000
,,,,Soya,182,182,"3,2",591,6.961,4.115.569
,,,,Tomate de cáscara (Tomatillo),2,2,"3,5",7,3.000,21.000
,,Primavera-Verano,Riego,Algodón,1.646,1.646,"2,8",4.551,10.543,47.980.180
,,,,Frijol (Alubia),43,43,"2,7",116,6.200,716.720
,,,,Jitomate (tomate rojo),5,5,"18,3",92,3.000,274.500
,,,,Okra,2.386,2.386,"8,0",19.064,3.892,74.205.011
,,,,Otros Cultivos,183,183,"14,3",2.607,3.255,8.486.007
,,,,Sorgo Forrajero,1,1,"18,0",18,625,11.250
,,,,Sorgo Grano,156.160,156.160,"4,1",639.906,3.086,1.974.669.922
,,,,Soya,27,27,"1,7",45,7.620,339.471
,,,Temporal,Sorgo Grano,4.450,4.450,"4,0",17.970,3.091,55.538.911
,,Perennes,Riego,Sudan (Zacate),1.289,1.289,"4,4",5.716,1.844,10.537.758
,,,Temporal,Sudan (Zacate),215,215,"3,0",639,1.518,969.297
Total 025,,,,,197.531,197.531,"4,3",853.689,3.193,2.725.405.159
026,"Bajo Rio San Juan, Tamps.",Primavera-Verano,Riego,Algodón,2.607,2.607,"2,2",5.636,13.000,73.273.980
,,,,Maíz grano,40.023,40.023,"4,4",176.077,3.500,616.268.415
,,,,Otros Cultivos,1.333,1.333,"5,1",6.833,1.343,9.174.368
,,,,Sorgo Grano,26.174,26.174,"4,2",110.741,3.250,359.908.868
,,Perennes,Temporal,Bermuda (Zacate),668,668,"1,8",1.205,750,903.630
Total 026,,,,,70.805,70.805,"4,2",300.492,3.526,1.059.529.260
028,"Tulancingo, Hgo.",Primavera-Verano,Riego,Avena Forrajera,10,5,"21,0",97,150,14.490
,,,,Maíz grano,75,64,"3,2",205,3.500,715.780
,,,,Otros Cultivos,15,13,"4,8",64,5.788,368.340
,,Perennes,Riego,Alfalfa,129,112,"100,0",11.219,173,1.940.880
,,,,Trebol,596,595,"95,0",56.493,420,23.726.920
Total 028,,,,,825,789,"86,3",68.076,393,26.766.410
029,"Xicotencatl, Tamps.",Perennes,Riego,Caña de Azúcar,17.206,13.959,"88,4",1.233.985,723,892.035.417
,,,,Naranja,319,319,"14,5",4.626,1.500,6.938.250
,,,,Zacate carretero,134,134,"15,0",2.010,610,1.226.100
Total 029,,,,,17.659,14.412,"86,1",1.240.621,726,900.199.767
030,"Valsequillo, Pue.",Primavera-Verano,Riego,Chile,232,224,"0,5",116,92.560,10.749.870
,,,,Frijol (Alubia),1.624,1.591,"1,1",1.714,11.041,18.927.246
,,,,Maíz grano,11.433,11.198,"6,3",70.178,4.684,328.690.934
,,,,Sorgo Grano,955,940,"6,9",6.499,4.061,26.392.700
,,Perennes,Riego,Alfalfa,6.061,6.061,"64,7",392.440,372,145.961.603
Total 030,,,,,20.304,20.014,"23,5",470.948,1.127,530.722.353
031,"Las Lajas, N.L.",Primavera-Verano,Riego,Maíz grano,10,10,"3,0",29,3.500,100.800
,,,,Sorgo Grano,1.062,1.062,"3,9",4.110,3.250,13.356.047
,,,Temporal,Sorgo Forrajero,119,119,"1,5",178,750,133.538
,,Perennes,Riego,Búffel (Zacate),444,444,"3,9",1.748,750,1.310.838
Total 031,,,,,1.634,1.634,"3,7",6.064,2.457,14.901.223
033,"Edo. De Mexico, Mex.",Otoño-Invierno,Riego,Avena Forrajera,24,24,"23,0",552,680,375.360
,,,,Rosal,13,13,"20,0",260,9.100,2.366.000
,,Primavera-Verano,Riego,Avena Forrajera,40,40,"23,0",920,680,625.600
,,,,Maíz grano,5.869,5.869,"3,0",17.607,5.200,91.555.932
,,Perennes,Riego,Jitomate invernadero,9,9,"350,0",2.975,4.700,13.982.500
,,,,Rye Grass (Zacate ballico),323,323,"55,0",17.765,680,12.080.200
Total 033,,,,,6.277,6.277,"6,4",40.079,3.019,120.985.592
034,"Edo. De Zacatecas, Zac.",Otoño-Invierno,Riego,Avena Forrajera,748,748,"7,6",5.673,2.050,11.628.404
,,,,Calabacita (calabacín),9,9,"6,0",54,6.000,324.000
,,,,Cebada Forrajera,300,300,"6,6",1.983,2.200,4.362.679
,,,,Cebolla,5,5,"15,2",76,1.850,140.323
,,,,Jitomate (tomate rojo),22,22,"21,6",479,2.924,1.399.400
,,,,Lechuga,5,5,"20,4",92,1.900,174.420
,,,,Tomate de cáscara (Tomatillo),79,79,"10,5",820,5.000,4.101.625
,,,,Trigo Grano,58,58,"4,7",272,6.100,1.658.560
,,Primavera-Verano,Riego,Avena,50,50,"3,5",175,7.500,1.312.500
,,,,Avena Forrajera,251,251,"6,3",1.587,2.086,3.310.448
,,,,Cacahuate,40,40,"2,4",97,13.326,1.291.987
,,,,Calabacita (calabacín),7,7,"13,4",95,3.571,339.709
,,,,Camote,5,5,"12,7",64,4.300,273.695
,,,,Cebada Forrajera,102,102,"6,6",668,2.200,1.470.108
,,,,Cebolla,61,60,"80,0",4.800,1.000,4.800.000
,,,,Chile,126,68,"3,4",233,13.910,3.238.432
,,,,Frijol (Alubia),156,156,"1,4",215,10.708,2.304.863
,,,,Jitomate (tomate rojo),110,110,"56,7",6.208,2.517,15.622.845
,,,,Maíz Forrajero,1.102,1.102,"18,3",20.185,4.200,84.776.764
,,,,Maíz grano,4.030,4.030,"7,2",29.149,4.043,117.841.671
,,,,Pepino,22,19,"59,2",1.131,2.664,3.013.309
,,,,Sorgo Forrajero,49,49,"7,9",389,3.257,1.267.155
,,,,Tomate de cáscara (Tomatillo),175,175,"23,1",4.047,4.011,16.232.004
,,,Temporal,Maíz Forrajero,421,421,"7,7",3.217,2.900,9.330.567
,,Perennes,Riego,Alfalfa,1.067,1.067,"23,2",24.802,2.814,69.792.953
,,,,Durazno (Melocotón),6,4,"4,8",21,8.081,167.760
,,,,Guayabo,414,414,"11,4",4.732,5.408,25.591.404
,,,,Manzano,128,128,"3,1",397,5.743,2.280.000
,,,,Membrillo,7,6,"4,8",29,4.000,115.920
,,,,Nogal (Nuez),20,20,"0,4",8,46.296,375.000
,,,,Nopal,14,14,"30,0",413,2.718,1.123.704
,,,,Otros Cultivos,8,0,"0,0",0,0,0
,,,,Rye Grass (Zacate ballico),653,653,"11,6",7.578,1.879,14.237.366
,,,,Vid,70,70,"15,0",1.050,3.000,3.150.000
,,Segundos Cultivos,Riego,Maíz grano,69,69,"6,9",472,2.910,1.373.830
,,,,Pepino,6,6,"27,3",177,1.970,348.399
,,,,Sorgo Forrajero,2,2,"5,1",10,3.000,30.780
Total 034,,,,,10.396,10.324,"11,8",121.398,3.367,408.802.582
035,"La Antigua, Ver.",Otoño-Invierno,Riego,Chile,1,1,"8,0",4,4.000,16.000
,,,,Frijol (Alubia),3,3,"1,5",4,20.000,75.600
,,,,Jitomate (tomate rojo),14,14,"19,1",258,5.146,1.325.000
,,,,Maíz grano,91,91,"5,5",498,4.027,2.005.245
,,,,Otras Hortalizas,11,11,"16,0",176,4.000,704.000
,,,,Pepino,3,3,"18,7",56,3.286,184.000
,,Primavera-Verano,Riego,Arróz,26,26,"5,0",130,4.200,546.000
,,,,Frijol (Alubia),2,2,"2,0",4,20.000,80.000
,,,,Maíz grano,64,64,"5,4",345,3.941,1.360.935
,,,,Otras Hortalizas,22,22,"13,1",286,4.000,1.142.000
,,Perennes,Riego,Caña de Azúcar,17.888,16.595,"88,9",1.474.542,683,1.006.499.752
,,,,Estrella (Zacate),1.629,1.629,"34,2",55.705,617,34.388.460
,,,,Limón,353,147,"18,2",2.688,3.290,8.844.600
,,,,Mango,864,864,"10,0",8.636,3.017,26.052.500
,,,,Otros Frutales,304,289,"8,4",2.431,4.972,12.088.400
,,,,Papayo,136,136,"30,0",4.076,3.492,14.232.600
,,,,Toronja (pomelo),210,210,"35,0",7.366,3.000,22.099.350
,,Segundos Cultivos,Riego,Arróz,40,40,"5,2",209,4.200,878.808
,,,,Maíz grano,32,32,"5,9",190,4.427,843.355
,,,,Otras Hortalizas,9,5,"16,0",86,4.000,343.680
Total 035,,,,,21.700,20.183,"77,2",1.557.690,728,1.133.710.285
037,"Altar Pitiquito, Son.",Otoño-Invierno,Riego,Avena Forrajera,100,100,"16,1",1.607,1.341,2.155.300
,,,,Cártamo (Alazor),603,603,"2,3",1.387,2.720,3.772.368
,,,,Cebada,103,103,"6,2",638,4.246,2.708.800
,,,,Pepino,30,30,"21,0",630,1.900,1.197.000
,,,,Rye Grass (Zacate ballico),136,136,"14,2",1.931,1.100,2.124.320
,,,,Trigo Grano,3.425,3.425,"5,8",19.862,3.200,63.558.720
,,Primavera-Verano,Riego,Calabacita (calabacín),36,36,"8,0",288,5.300,1.526.400
,,,,Calabaza,15,15,"8,4",125,5.220,653.805
,,,,Chile,20,20,"21,0",420,5.330,2.238.600
,,,,Jitomate (tomate rojo),4,4,"24,0",96,5.800,556.800
,,,,Maíz grano,6,6,"4,2",25,4.000,100.800
,,,,Melón,735,735,"22,0",16.170,6.300,101.871.000
,,,,Otros Cultivos,27,27,"9,6",259,3.878,1.005.120
,,,,Pepino,75,75,"21,0",1.575,1.900,2.992.500
,,,,Remolacha azucarera,63,63,"22,0",1.375,5.300,7.287.500
,,,,Sandía,26,26,"17,3",450,1.200,539.760
,,,,Sorgo Forrajero,182,182,"17,3",3.140,1.100,3.453.945
,,Perennes,Riego,Alfalfa,1.844,1.844,"23,0",42.412,2.281,96.741.772
,,,,Chabacano,25,25,"6,4",159,12.600,2.000.250
,,,,Ciruelo,6,6,"5,0",30,14.100,423.000
,,,,Dátil (palmera datilera),7,7,"5,2",36,43.300,1.560.965
,,,,Durazno (Melocotón),41,41,"6,5",267,12.400,3.304.600
,,,,Espárrago,7.299,7.299,"5,2",37.955,36.300,1.377.759.240
,,,,Higo,4,4,"5,3",21,4.460,94.552
,,,,Naranja,160,160,"14,8",2.368,1.600,3.788.800
,,,,Nogal (Nuez),536,536,"1,6",857,27.128,23.248.720
,,,,Olivo (Aceituna),1.820,1.820,"4,1",7.460,6.590,49.161.071
,,,,Otros Forrajes,146,146,"12,0",1.752,1.100,1.927.200
,,,,Vid,6.769,6.769,"8,7",58.895,8.100,477.046.646
Total 037,,,,,24.241,24.241,"8,3",202.189,11.053,2.234.799.553
038,"Rio Mayo, Son.",Otoño-Invierno,Riego,Algodón,140,140,"3,9",540,6.200,3.348.843
,,,,Apio,56,0,"0,0",0,0,0
,,,,Avena,12,12,"4,5",52,1.500,78.300
,,,,Calabacita (calabacín),45,0,"0,0",0,0,0
,,,,Calabaza,350,0,"0,0",0,0,0
,,,,Cártamo (Alazor),2.578,2.503,"2,4",6.057,4.600,27.864.064
,,,,Cebolla,273,0,"0,0",0,0,0
,,,,Chícharo,56,0,"0,0",0,0,0
,,,,Chile,122,0,"0,0",0,0,0
,,,,Ejote,43,0,"0,0",0,0,0
,,,,Frijol (Alubia),943,352,"1,8",636,8.750,5.567.832
,,,,Garbanzo,217,210,"2,2",462,10.000,4.615.600
,,,,Jitomate (tomate rojo),95,3,"28,7",86,4.800,414.658
,,,,Maíz Elotero,102,0,"0,0",0,0,0
,,,,Maíz grano,2.786,0,"0,0",0,0,0
,,,,Otras Hortalizas,17,0,"0,0",0,0,0
,,,,Otros Cultivos,68,68,"29,5",2.006,1.500,3.008.865
,,,,Papa,6.042,2.715,"30,1",81.705,7.000,571.938.383
,,,,Pepino,10,0,"0,0",0,0,0
,,,,Sandía,1,0,"0,0",0,0,0
,,,,Sorgo Grano,1,1,"4,9",5,2.500,12.300
,,,,Tomate de cáscara (Tomatillo),1.142,53,"14,6",783,3.200,2.504.494
,,,,Trigo Grano,69.355,68.031,"6,1",412.267,3.500,1.442.933.268
,,Primavera-Verano,Riego,Brócoli,1,1,"14,6",15,8.446,123.143
,,,,Cártamo (Alazor),1.329,1.329,"2,4",3.216,4.600,14.795.430
,,,,Cebolla,18,18,"30,0",546,3.100,1.692.798
,,,,Chile,35,35,"14,2",497,3.000,1.492.050
,,,,Frijol (Alubia),23,23,"1,8",41,8.750,357.928
,,,,Garbanzo,1,1,"2,2",2,10.000,22.000
,,,,Girasol,18,18,"2,2",40,4.600,182.160
,,,,Jitomate (tomate rojo),80,80,"86,1",6.913,4.800,33.182.251
,,,,Maíz grano,24,24,"6,0",145,2.100,305.172
,,,,Otros Cultivos,1,1,"29,5",37,1.500,55.294
,,,,Papa,2,2,"30,1",45,7.000,315.945
,,,,Sorgo Grano,9,9,"4,9",44,2.500,110.700
,,,,Tomate de cáscara (Tomatillo),37,37,"14,6",549,3.200,1.755.863
,,,,Zempoalxochitl,1,1,"17,0",8,5.530,46.948
,,Perennes,Riego,Alfalfa,2.083,2.078,"9,9",20.485,1.800,36.873.065
,,,,Avena Forrajera,4,4,"28,4",125,585,73.088
,,,,Limón,15,15,"8,6",129,2.835,364.889
,,,,Naranja,44,44,"20,3",886,1.410,1.249.417
,,,,Otros Forrajes,95,15,"12,0",178,602,107.147
,,,,Otros Frutales,15,15,"20,3",302,1.410,426.120
,,,,Rye Grass (Zacate ballico),213,213,"10,0",2.131,1.000,2.130.629
,,,,Sorgo Forrajero,64,64,"12,0",769,602,462.959
,,Segundos Cultivos,Riego,Calabaza,6,6,"13,6",82,4.313,352.165
,,,,Cártamo (Alazor),2.895,2.895,"2,4",7.006,4.600,32.227.029
,,,,Ejote,24,24,"5,2",124,2.950,364.620
,,,,Frijol (Alubia),58,58,"1,8",105,8.750,914.932
,,,,Jitomate (tomate rojo),193,193,"28,7",5.541,4.800,26.595.946
,,,,Maíz Elotero,83,83,"10,0",830,2.600,2.158.000
,,,,Maíz grano,15,15,"6,0",90,2.100,189.000
,,,,Otras Hortalizas,10,10,"11,7",117,2.100,246.540
,,,,Sorgo Grano,138,138,"4,9",680,2.500,1.700.721
,,,,Tomate de cáscara (Tomatillo),17,17,"14,6",248,3.200,792.668
Total 038,,,,,92.002,81.553,"6,8",556.525,3.996,2.223.953.221
041,"Rio Yaqui, Son.",Otoño-Invierno,Riego,Apio,33,33,"13,0",433,1.000,432.900
,,,,Avena,78,78,"5,0",388,900,348.750
,,,,Brócoli,478,478,"15,5",7.414,9.800,72.656.259
,,,,Calabaza,1.464,406,"14,6",5.946,4.339,25.798.538
,,,,Cártamo (Alazor),16.067,14.752,"2,6",38.206,5.700,217.775.021
,,,,Cebolla,239,239,"25,9",6.195,3.200,19.822.966
,,,,Chícharo,143,103,"12,3",1.259,2.500,3.148.250
,,,,Chile,1.086,491,"12,5",6.112,3.000,18.334.890
,,,,Ejote,202,202,"8,0",1.613,2.950,4.757.760
,,,,Frijol (Alubia),774,774,"1,4",1.090,9.899,10.789.583
,,,,Garbanzo,6.075,6.075,"1,8",10.935,15.000,164.022.225
,,,,Jitomate (tomate rojo),337,222,"20,9",4.629,4.800,22.220.275
,,,,Lechuga,460,460,"14,4",6.615,3.600,23.813.280
,,,,Maíz grano,13.178,2.593,"5,9",15.351,2.200,33.771.232
,,,,Melón,43,43,"28,0",1.204,1.535,1.848.000
,,,,Otros Cultivos,94,94,"16,0",1.507,1.200,1.808.640
,,,,Papa,4.310,2.453,"28,2",69.067,10.000,690.666.240
,,,,Pepino,102,88,"15,9",1.398,6.500,9.086.597
,,,,Sandía,763,108,"28,0",3.010,3.500,10.535.000
,,,,Tomate de cáscara (Tomatillo),574,92,"14,8",1.357,3.400,4.613.800
,,,,Trigo Grano,144.893,144.413,"6,3",909.804,3.604,3.278.932.632
,,,,Zanahoria,104,104,"28,0",2.901,900,2.610.720
,,Primavera-Verano,Riego,Algodón,9.941,9.941,"3,4",33.397,6.000,200.384.940
,,,,Avena,4,4,"5,0",18,900,15.750
,,,,Calabaza,40,40,"15,3",610,4.400,2.682.557
,,,,Cártamo (Alazor),39,39,"2,4",94,4.600,432.354
,,,,Cebolla,6,6,"25,9",156,3.200,497.856
,,,,Chile,25,25,"12,5",316,3.000,949.452
,,,,Ejote,30,30,"8,0",240,2.950,708.000
,,,,Frijol (Alubia),54,54,"1,1",59,9.600,565.056
,,,,Jitomate (tomate rojo),183,183,"21,1",3.865,4.800,18.550.498
,,,,Maíz grano,390,390,"5,6",2.203,3.976,8.757.488
,,,,Otros Cultivos,26,26,"16,0",416,1.200,499.200
,,,,Papa,151,151,"28,2",4.247,10.000,42.465.280
,,,,Pepino,20,20,"15,9",319,6.500,2.072.200
,,,,Sandía,44,44,"28,0",1.238,3.500,4.331.600
,,,,Sorgo Grano,1.026,1.026,"4,4",4.553,3.680,16.755.850
,,,,Tomate de cáscara (Tomatillo),77,77,"14,8",1.142,3.400,3.881.610
,,Perennes,Riego,Alfalfa,3.824,3.824,"10,0",38.245,2.200,84.138.997
,,,,Espárrago,1.007,1.007,"5,3",5.358,30.000,160.738.770
,,,,Mango,45,45,"18,1",805,1.200,966.036
,,,,Naranja,2.278,2.278,"18,0",41.114,1.200,49.337.144
,,,,Nogal (Nuez),678,678,"0,6",407,40.000,16.264.800
,,,,Nopal,50,50,"40,0",2.012,10.000,20.120.000
,,,,Otros Cítricos,487,487,"18,0",8.785,1.200,10.541.634
,,,,Zacate carretero,385,385,"10,9",4.192,1.000,4.191.561
,,Segundos Cultivos,Riego,Ajonjolí (sésamo),280,280,"0,8",224,14.000,3.132.640
,,,,Algodón,991,991,"3,4",3.328,6.000,19.970.496
,,,,Cacahuate,358,358,"1,8",644,11.000,7.082.460
,,,,Calabaza,93,93,"15,3",1.421,4.400,6.252.576
,,,,Cártamo (Alazor),3.541,3.541,"2,4",8.540,4.611,39.372.837
,,,,Chile,13,13,"12,5",162,3.000,485.940
,,,,Frijol (Alubia),336,336,"1,1",366,9.600,3.517.997
,,,,Garbanzo,34,34,"1,8",61,15.000,918.000
,,,,Jitomate (tomate rojo),44,44,"20,9",919,4.800,4.411.968
,,,,Maíz grano,7.479,7.479,"3,6",26.569,4.000,106.275.564
,,,,Otros Cultivos,6,6,"15,9",96,6.500,621.660
,,,,Sandía,29,29,"28,0",798,3.500,2.793.000
,,,,Sorgo Grano,5.305,5.305,"4,4",23.554,3.680,86.679.585
